,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,TrainingTimesLastYear
5435,60,Non-Travel,1102,Sales,27,3,109,17440,13952,Sales Executive,16,Technical Degree,1,94-9583639,3,F,3,3,3,3,7,No,16,1,10,2,6,1,9,10,0,4
5436,31,Travel_Frequently,482,Human Resources,23,2,112,17920,14336,Manager,14,Life Sciences,1,85-5967760,2,M,1,3,3,1,1,No,22,0,27,2,7,17,14,1,1,4
5437,51,Travel_Frequently,636,Human Resources,24,3,108,17280,13824,Research Director,16,Medical,1,00-1874183,2,M,2,3,1,4,2,No,23,1,8,3,26,20,11,15,0,4
5438,39,Travel_Rarely,175,Research & Development,50,3,35,5600,4480,Laboratory Technician,16,Other,1,33-8828959,1,M,1,3,2,2,7,No,10,2,8,3,15,2,14,2,0,6
5439,40,Travel_Rarely,1424,Human Resources,43,5,104,16640,13312,Research Scientist,20,Life Sciences,1,24-9605591,2,M,3,3,4,3,1,No,20,3,17,2,38,13,7,11,1,6
5441,23,Travel_Rarely,279,Research & Development,29,4,149,23840,19072,Sales Executive,18,Other,1,02-1842883,2,M,4,3,2,1,8,No,21,3,7,3,5,10,3,9,1,4
5442,55,Travel_Frequently,213,Research & Development,15,4,139,22240,17792,Research Director,18,Sales,1,50-1114354,1,F,4,3,3,3,2,No,12,2,32,3,27,4,6,11,0,2
5443,28,Non-Travel,1461,Sales,37,2,102,16320,13056,Sales Executive,16,Human Resources,1,48-2533420,3,M,1,3,3,3,7,No,18,1,31,4,2,10,1,2,0,4
5444,32,Travel_Frequently,183,Research & Development,8,4,87,13920,11136,Research Director,20,Human Resources,1,82-1832934,4,M,1,3,2,4,5,No,14,3,17,1,13,6,13,9,0,2
5445,51,Non-Travel,405,Research & Development,8,4,89,14240,11392,Sales Representative,14,Medical,1,15-2286311,1,M,1,3,4,2,8,No,15,3,1,3,9,16,13,15,1,1
5446,41,Travel_Frequently,1045,Human Resources,29,4,65,10400,8320,Laboratory Technician,16,Medical,1,61-0686631,1,M,2,3,2,4,2,No,21,3,30,3,17,17,5,2,0,0
5447,42,Travel_Frequently,1033,Research & Development,50,4,39,6240,4992,Healthcare Representative,14,Life Sciences,1,55-6002900,3,F,2,3,3,3,8,No,17,3,13,3,24,15,1,16,0,6
5448,58,Travel_Rarely,1313,Human Resources,37,2,89,14240,11392,Human Resources,14,Life Sciences,1,42-1825524,3,M,3,3,1,1,5,No,21,1,4,2,26,4,0,5,1,2
5449,46,Travel_Frequently,182,Research & Development,20,3,110,17600,14080,Manufacturing Director,16,Medical,1,60-2988845,3,M,4,3,2,3,8,No,19,1,38,3,17,1,0,1,1,2
5450,37,Travel_Frequently,489,Research & Development,35,4,122,19520,15616,Manufacturing Director,16,Medical,1,25-2281688,3,M,3,3,2,3,6,No,23,2,24,3,32,14,10,4,0,1
5451,35,Travel_Rarely,1210,Sales,14,5,40,6400,5120,Manufacturing Director,14,Other,1,01-6022021,4,F,2,3,4,3,0,No,18,2,6,3,2,12,11,7,0,1
5452,36,Non-Travel,716,Human Resources,48,5,47,7520,6016,Sales Executive,18,Technical Degree,1,03-5819975,3,F,1,3,1,4,4,No,10,2,27,2,20,3,4,7,0,3
5453,42,Non-Travel,134,Research & Development,26,2,59,9440,7552,Research Director,16,Sales,1,37-2890433,4,M,4,3,1,1,4,No,15,0,32,2,10,11,1,14,1,2
5454,38,Travel_Rarely,1128,Sales,44,4,99,15840,12672,Research Scientist,20,Medical,1,92-5857204,2,F,3,3,2,2,5,No,15,3,25,1,6,19,3,1,1,1
5455,27,Travel_Frequently,762,Sales,9,5,74,11840,9472,Research Scientist,20,Medical,1,78-4048039,1,M,2,3,4,2,7,No,23,3,36,3,4,17,12,15,1,3
5456,26,Non-Travel,288,Human Resources,12,2,55,8800,7040,Sales Executive,16,Technical Degree,1,58-2459148,3,F,1,3,3,4,4,No,16,0,5,2,21,19,2,2,0,4
5457,18,Non-Travel,349,Research & Development,15,1,87,13920,11136,Laboratory Technician,16,Sales,1,77-3128005,2,F,3,3,3,4,3,No,21,0,17,2,16,4,0,15,0,4
5458,48,Non-Travel,914,Research & Development,46,1,143,22880,18304,Human Resources,14,Medical,1,22-5767721,2,M,1,3,4,1,7,No,21,1,40,2,8,2,14,13,1,3
5459,28,Travel_Frequently,518,Research & Development,11,5,57,9120,7296,Sales Executive,18,Life Sciences,1,08-2887248,3,M,3,3,1,2,6,No,12,3,17,4,33,3,13,2,1,6
5460,40,Travel_Rarely,1117,Sales,23,3,117,18720,14976,Sales Executive,18,Technical Degree,1,89-2115771,1,F,2,3,3,2,7,No,14,2,31,1,31,4,9,9,1,0
5461,55,Travel_Frequently,114,Sales,8,5,84,13440,10752,Manufacturing Director,14,Technical Degree,1,98-7900814,1,M,3,3,3,4,6,No,16,3,37,3,9,6,3,15,0,5
5462,53,Travel_Frequently,963,Research & Development,41,4,102,16320,13056,Sales Executive,16,Other,1,50-3296560,2,F,1,3,2,3,4,No,11,2,36,1,4,7,9,1,1,0
5463,39,Travel_Frequently,555,Research & Development,1,3,110,17600,14080,Sales Executive,18,Human Resources,1,39-6485380,4,M,2,3,2,1,4,No,14,2,0,3,10,11,7,2,1,3
5464,47,Travel_Frequently,768,Sales,43,3,137,21920,17536,Sales Executive,14,Sales,1,94-5019478,2,M,3,3,3,4,7,No,25,2,25,1,28,16,15,11,0,3
5465,50,Non-Travel,449,Research & Development,6,1,67,10720,8576,Sales Representative,16,Technical Degree,1,25-5797067,2,M,1,3,2,3,3,No,17,1,17,1,30,4,6,11,0,3
5466,47,Travel_Frequently,366,Human Resources,10,3,81,12960,10368,Manufacturing Director,16,Human Resources,1,54-3104599,3,F,1,3,4,1,6,No,13,1,32,2,1,15,12,2,1,5
5467,36,Non-Travel,1357,Sales,48,5,63,10080,8064,Research Scientist,20,Sales,1,81-0750534,1,M,3,3,4,2,3,No,15,2,37,3,15,11,8,1,1,3
5468,60,Travel_Rarely,423,Research & Development,41,4,131,20960,16768,Manager,16,Sales,1,60-3280764,2,F,3,3,3,1,1,No,19,3,10,2,23,6,2,10,1,5
5469,51,Non-Travel,1260,Sales,33,5,139,22240,17792,Research Director,18,Technical Degree,1,59-8502522,1,F,1,3,4,4,6,No,20,2,38,1,34,18,13,14,0,3
5470,32,Non-Travel,215,Human Resources,24,2,60,9600,7680,Sales Representative,18,Technical Degree,1,23-3376439,1,M,2,3,3,3,7,No,24,1,31,4,0,1,8,10,1,5
5471,58,Travel_Frequently,938,Human Resources,33,5,98,15680,12544,Research Director,20,Technical Degree,1,58-4073502,3,F,1,3,4,4,7,No,22,3,32,2,35,6,12,11,0,0
5472,36,Non-Travel,918,Human Resources,13,3,131,20960,16768,Sales Executive,16,Other,1,19-0889936,2,F,2,3,2,3,8,No,10,1,40,2,31,1,1,15,1,1
5473,27,Travel_Frequently,1359,Human Resources,33,4,70,11200,8960,Manufacturing Director,14,Sales,1,00-5144849,4,M,2,3,2,1,2,No,12,3,11,2,2,9,4,7,1,3
5474,35,Travel_Rarely,1254,Human Resources,33,3,105,16800,13440,Research Director,16,Life Sciences,1,85-4222177,3,F,4,3,1,4,6,No,22,1,32,4,20,1,1,9,0,6
5475,46,Non-Travel,417,Human Resources,1,5,131,20960,16768,Research Director,16,Medical,1,54-2581824,1,M,2,3,4,1,0,No,24,2,37,1,13,19,0,9,1,6
5476,44,Travel_Frequently,287,Human Resources,8,3,52,8320,6656,Research Director,16,Human Resources,1,92-4186171,1,M,3,3,4,2,7,No,20,2,35,2,11,9,1,9,1,1
5477,56,Travel_Frequently,1021,Research & Development,45,1,118,18880,15104,Human Resources,14,Other,1,93-2247983,2,M,3,3,1,2,3,No,24,0,19,1,4,4,0,2,0,6
5478,27,Non-Travel,840,Sales,42,3,66,10560,8448,Laboratory Technician,16,Other,1,24-1512942,1,F,3,3,2,2,0,No,23,2,33,4,25,11,13,7,0,5
5479,52,Travel_Frequently,949,Human Resources,8,2,136,21760,17408,Research Scientist,20,Technical Degree,1,48-3267488,1,F,3,3,1,3,8,No,17,1,24,1,22,1,3,5,0,3
5480,45,Travel_Frequently,443,Human Resources,18,4,137,21920,17536,Sales Executive,16,Human Resources,1,03-3342001,1,M,3,3,2,2,2,No,18,2,32,4,19,1,12,4,1,6
5481,51,Travel_Frequently,1136,Research & Development,11,5,53,8480,6784,Manufacturing Director,14,Human Resources,1,53-4603230,1,M,4,3,3,2,5,No,24,2,35,2,26,13,4,14,1,4
5482,53,Travel_Rarely,1300,Sales,23,1,111,17760,14208,Human Resources,16,Human Resources,1,91-7424237,2,M,3,3,3,1,6,No,12,0,17,3,18,15,7,10,0,3
5483,24,Travel_Rarely,1063,Sales,26,4,54,8640,6912,Manager,18,Human Resources,1,40-1081900,3,F,4,3,2,3,0,No,16,2,0,1,2,5,1,14,0,4
5484,36,Non-Travel,1398,Sales,48,4,52,8320,6656,Healthcare Representative,12,Life Sciences,1,27-1956364,4,F,2,3,1,2,8,No,11,2,18,3,36,12,5,17,1,6
5485,46,Travel_Rarely,337,Sales,24,3,43,6880,5504,Human Resources,12,Human Resources,1,21-0893053,4,F,3,3,2,3,6,No,25,2,34,4,34,16,3,13,1,1
5486,23,Travel_Rarely,1332,Research & Development,4,5,65,10400,8320,Research Director,16,Sales,1,05-3161762,3,M,1,3,1,4,6,No,22,3,21,4,7,13,5,9,0,5
5487,47,Non-Travel,1099,Sales,13,3,117,18720,14976,Research Director,18,Human Resources,1,41-9539084,3,M,4,3,2,3,2,No,22,1,19,2,5,10,0,14,0,3
5488,27,Travel_Frequently,378,Human Resources,41,4,142,22720,18176,Manufacturing Director,16,Technical Degree,1,09-5482840,3,F,3,3,2,1,4,No,16,3,27,1,24,18,3,1,1,1
5489,43,Non-Travel,1192,Research & Development,35,3,58,9280,7424,Healthcare Representative,12,Human Resources,1,32-9563025,4,M,4,3,1,3,8,No,21,2,17,2,35,11,7,6,0,3
5490,32,Non-Travel,117,Human Resources,11,1,136,21760,17408,Healthcare Representative,16,Human Resources,1,22-8092648,2,M,2,3,3,3,8,No,17,0,2,1,21,16,15,17,0,1
5491,31,Travel_Rarely,1355,Human Resources,47,5,136,21760,17408,Research Scientist,16,Sales,1,64-8875776,2,M,3,3,3,4,3,No,18,2,39,2,22,5,3,14,0,1
5493,55,Non-Travel,204,Human Resources,47,3,30,4800,3840,Sales Representative,16,Technical Degree,1,80-9665253,1,M,3,3,3,1,0,No,20,1,34,2,29,6,6,9,0,6
5494,48,Travel_Frequently,342,Research & Development,4,3,112,17920,14336,Sales Executive,16,Human Resources,1,08-7570648,4,F,3,3,1,2,5,No,18,2,5,1,12,13,8,2,1,2
5495,24,Travel_Rarely,937,Research & Development,44,4,67,10720,8576,Sales Executive,18,Sales,1,26-1648348,4,M,1,3,4,4,6,No,15,3,16,4,36,12,4,6,0,0
5496,50,Travel_Frequently,387,Sales,38,2,67,10720,8576,Sales Executive,14,Sales,1,44-5291272,1,F,3,3,4,3,7,No,25,0,1,4,40,4,13,11,1,0
5497,24,Non-Travel,1397,Sales,47,4,136,21760,17408,Manufacturing Director,14,Human Resources,1,46-3432650,4,F,2,3,4,3,1,No,24,2,19,4,34,9,13,11,0,1
5498,54,Non-Travel,278,Human Resources,33,1,68,10880,8704,Healthcare Representative,14,Technical Degree,1,00-0214957,2,M,2,3,1,3,0,No,15,0,39,3,5,6,3,13,0,1
5499,37,Travel_Frequently,694,Research & Development,38,2,135,21600,17280,Sales Executive,16,Life Sciences,1,89-3420273,3,M,4,3,2,4,2,No,18,0,9,3,10,19,11,5,0,3
5500,56,Travel_Rarely,812,Research & Development,29,3,135,21600,17280,Sales Executive,14,Sales,1,31-5479040,2,F,1,3,2,1,8,No,10,1,1,2,20,14,1,9,1,4
5501,43,Non-Travel,1285,Human Resources,34,1,72,11520,9216,Sales Representative,12,Human Resources,1,33-6993067,4,F,2,3,3,2,7,No,17,1,10,3,15,0,2,6,0,3
5503,49,Travel_Frequently,1150,Sales,4,3,122,19520,15616,Manufacturing Director,16,Life Sciences,1,46-6018598,2,M,1,3,4,3,7,No,20,2,26,4,3,10,3,13,1,3
5504,43,Travel_Rarely,658,Human Resources,10,5,86,13760,11008,Research Director,18,Human Resources,1,54-3336943,4,F,4,3,2,3,8,No,15,3,16,4,24,20,0,2,0,5
5505,35,Travel_Frequently,269,Sales,11,1,91,14560,11648,Healthcare Representative,14,Human Resources,1,59-6160584,2,F,1,3,2,3,1,No,11,0,13,2,26,7,15,17,0,6
5506,37,Travel_Rarely,1382,Human Resources,29,5,39,6240,4992,Sales Executive,14,Sales,1,96-5047115,4,F,1,3,2,1,1,No,14,2,35,2,22,19,2,17,1,4
5507,46,Travel_Frequently,149,Sales,30,2,114,18240,14592,Research Director,18,Medical,1,73-2289562,1,M,1,3,4,3,4,No,13,1,26,3,32,5,6,9,0,3
5508,46,Travel_Frequently,575,Sales,39,5,30,4800,3840,Sales Executive,16,Human Resources,1,04-4148960,2,M,1,3,2,4,1,No,20,2,0,3,3,7,2,7,0,3
5509,28,Travel_Rarely,581,Sales,22,4,130,20800,16640,Research Scientist,20,Human Resources,1,09-1169785,4,F,4,3,4,2,8,No,14,3,23,1,38,5,5,6,1,5
5510,36,Non-Travel,1429,Human Resources,11,4,70,11200,8960,Sales Executive,14,Medical,1,87-1118357,1,F,2,3,4,3,2,No,18,2,20,2,33,1,10,12,1,3
5512,19,Travel_Rarely,412,Sales,47,4,136,21760,17408,Manager,18,Sales,1,43-1558212,3,F,2,3,1,3,1,No,17,3,6,2,16,3,4,17,0,2
5513,23,Travel_Frequently,1232,Human Resources,41,3,131,20960,16768,Manager,16,Life Sciences,1,06-4848480,4,F,2,3,3,2,3,No,22,1,9,3,26,7,4,6,1,5
5514,38,Travel_Frequently,1271,Sales,44,3,110,17600,14080,Sales Executive,16,Sales,1,26-5632071,2,F,4,3,4,4,3,No,18,2,22,4,21,7,2,2,0,0
5515,25,Non-Travel,274,Human Resources,17,5,141,22560,18048,Manufacturing Director,14,Medical,1,60-1849967,4,F,4,3,4,2,7,No,25,2,27,1,3,9,5,17,1,3
5516,41,Non-Travel,1353,Research & Development,7,4,62,9920,7936,Sales Executive,18,Human Resources,1,06-8940662,4,F,1,3,3,4,4,No,23,2,20,4,4,9,12,4,0,1
5517,50,Travel_Rarely,614,Sales,4,5,107,17120,13696,Research Director,20,Sales,1,20-3058922,1,M,1,3,3,1,7,No,15,3,15,2,34,0,8,16,1,0
5518,46,Non-Travel,146,Human Resources,25,2,113,18080,14464,Research Director,20,Sales,1,70-8631970,2,M,1,3,4,3,6,No,25,1,14,2,16,9,14,14,1,2
5519,27,Travel_Rarely,777,Human Resources,50,2,150,24000,19200,Manager,16,Other,1,46-1156716,2,F,1,3,2,2,7,No,20,1,3,2,36,11,9,4,1,4
5520,32,Non-Travel,1192,Research & Development,2,2,60,9600,7680,Laboratory Technician,14,Technical Degree,1,74-5242730,2,M,2,3,3,3,6,No,22,0,10,1,39,5,4,6,1,2
5521,28,Non-Travel,1302,Sales,27,1,109,17440,13952,Sales Representative,16,Sales,1,81-1401169,3,M,1,3,2,1,3,No,24,0,35,4,7,4,5,2,1,2
5522,44,Non-Travel,430,Sales,15,2,127,20320,16256,Sales Executive,14,Medical,1,69-1159688,3,F,2,3,4,1,1,No,16,0,18,4,8,10,12,14,0,1
5523,19,Travel_Frequently,1486,Sales,15,1,93,14880,11904,Human Resources,14,Technical Degree,1,56-6698597,4,F,3,3,2,4,5,No,17,0,10,1,27,6,4,14,0,1
5525,39,Travel_Rarely,1382,Sales,34,4,47,7520,6016,Human Resources,12,Life Sciences,1,10-1199372,3,M,1,3,1,3,3,No,15,3,30,3,20,12,15,2,0,0
5526,36,Travel_Rarely,412,Research & Development,23,5,91,14560,11648,Research Director,18,Other,1,46-6529584,4,M,4,3,1,1,5,No,24,2,36,3,39,14,2,17,0,3
5527,41,Travel_Rarely,858,Research & Development,46,1,53,8480,6784,Sales Representative,18,Medical,1,53-1851836,2,M,4,3,1,1,7,No,20,1,2,2,1,17,7,15,0,3
5528,48,Non-Travel,176,Human Resources,28,5,100,16000,12800,Research Director,18,Life Sciences,1,01-7798437,1,F,3,3,4,4,0,No,15,2,21,1,38,6,1,1,0,0
5529,34,Travel_Rarely,930,Human Resources,8,1,41,6560,5248,Sales Representative,12,Sales,1,74-0333092,4,M,2,3,4,2,4,No,23,1,12,4,30,12,15,5,0,5
5530,43,Non-Travel,287,Sales,12,2,117,18720,14976,Research Scientist,18,Technical Degree,1,30-7358683,3,M,1,3,1,1,4,No,19,0,23,1,15,20,7,10,0,6
5531,35,Travel_Frequently,224,Human Resources,1,2,127,20320,16256,Sales Executive,18,Technical Degree,1,37-5513733,3,M,2,3,1,2,7,No,13,0,32,1,1,1,0,7,1,5
5532,56,Travel_Rarely,1226,Human Resources,49,1,108,17280,13824,Sales Representative,14,Sales,1,01-9390611,2,F,1,3,4,2,5,No,17,1,37,4,29,17,15,16,1,4
5534,31,Travel_Rarely,312,Sales,40,4,136,21760,17408,Manufacturing Director,16,Medical,1,80-6360384,1,M,3,3,4,3,3,No,11,2,14,3,19,17,4,10,0,0
5536,22,Travel_Frequently,784,Sales,7,5,79,12640,10112,Manager,18,Technical Degree,1,53-2746683,4,M,1,3,2,2,5,No,10,3,13,4,10,15,3,1,1,3
5537,42,Travel_Frequently,959,Sales,45,3,120,19200,15360,Manager,16,Human Resources,1,58-8678246,1,M,1,3,3,1,5,No,16,2,34,4,3,14,9,2,0,3
5538,44,Travel_Frequently,1212,Research & Development,28,3,104,16640,13312,Research Director,16,Technical Degree,1,92-5784437,1,F,2,3,3,3,2,No,16,2,10,4,34,15,13,12,0,4
5540,47,Travel_Frequently,1104,Human Resources,41,3,119,19040,15232,Manager,16,Life Sciences,1,66-2566319,4,M,4,3,3,3,5,No,23,2,33,3,24,19,14,16,1,5
5541,60,Travel_Frequently,226,Human Resources,11,4,101,16160,12928,Manufacturing Director,16,Other,1,85-2071908,4,F,2,3,1,4,5,No,25,3,21,2,9,8,0,6,0,5
5542,29,Non-Travel,1170,Research & Development,15,1,55,8800,7040,Laboratory Technician,16,Medical,1,06-3458070,4,M,3,3,3,4,5,No,16,1,0,1,37,13,6,0,0,2
5543,31,Non-Travel,944,Human Resources,44,1,111,17760,14208,Healthcare Representative,16,Medical,1,70-8439300,2,M,3,3,4,1,0,No,17,1,28,3,38,15,0,14,1,4
5544,49,Travel_Rarely,1421,Sales,33,1,73,11680,9344,Healthcare Representative,14,Medical,1,43-1976985,4,F,3,3,3,2,6,No,11,0,22,4,26,19,15,14,1,3
5545,45,Travel_Rarely,1275,Human Resources,45,5,97,15520,12416,Manager,16,Human Resources,1,03-0263377,3,M,1,3,3,4,2,No,13,3,15,1,0,16,9,10,0,0
5546,27,Travel_Rarely,166,Human Resources,18,3,133,21280,17024,Manager,14,Other,1,50-3044887,4,M,1,3,1,3,7,No,16,2,23,1,26,15,5,6,0,4
5548,57,Travel_Frequently,559,Sales,20,2,101,16160,12928,Research Director,20,Technical Degree,1,03-2210053,4,M,4,3,3,3,5,No,18,0,38,4,23,15,1,10,1,4
5549,42,Travel_Rarely,564,Sales,27,1,76,12160,9728,Healthcare Representative,12,Sales,1,68-6636728,3,M,3,3,2,4,7,No,23,0,23,2,27,19,13,11,0,5
5550,52,Travel_Rarely,165,Research & Development,2,5,136,21760,17408,Manufacturing Director,16,Medical,1,22-7623763,2,M,1,3,4,2,1,No,18,3,11,3,4,9,4,10,0,2
5551,34,Travel_Rarely,1473,Human Resources,30,3,144,23040,18432,Sales Executive,16,Technical Degree,1,68-8279221,1,M,1,3,2,2,6,No,25,2,26,1,36,16,14,6,0,6
5552,56,Travel_Rarely,1391,Human Resources,26,4,141,22560,18048,Manufacturing Director,16,Sales,1,86-6822161,2,F,1,3,3,3,3,No,17,2,25,4,12,4,8,1,0,0
5553,29,Non-Travel,793,Sales,31,3,137,21920,17536,Research Scientist,18,Other,1,03-7107301,1,F,1,3,4,2,8,No,10,1,34,2,30,5,13,17,1,3
5554,57,Non-Travel,534,Research & Development,42,4,62,9920,7936,Manufacturing Director,16,Sales,1,24-2527545,4,M,3,3,4,2,8,No,23,2,3,1,27,10,13,3,1,2
5555,24,Travel_Rarely,620,Research & Development,11,3,50,8000,6400,Sales Executive,16,Technical Degree,1,99-1988841,4,M,4,3,2,4,8,No,17,2,16,2,9,15,9,6,0,2
5556,28,Travel_Frequently,1263,Sales,33,4,97,15520,12416,Research Scientist,18,Technical Degree,1,84-3647132,3,M,2,3,3,3,5,No,11,3,10,1,0,17,7,10,0,6
5557,37,Travel_Rarely,352,Human Resources,4,5,106,16960,13568,Research Director,16,Technical Degree,1,55-3712597,4,F,2,3,3,1,7,No,22,3,39,4,0,4,6,15,1,6
5558,29,Travel_Frequently,635,Research & Development,33,5,133,21280,17024,Research Scientist,18,Technical Degree,1,06-8488804,1,F,2,3,1,4,0,No,13,2,0,2,20,2,9,9,0,1
5559,19,Travel_Rarely,1090,Human Resources,30,3,123,19680,15744,Research Director,18,Other,1,27-6212501,1,F,1,3,1,3,8,No,18,1,35,3,11,14,12,7,1,2
5560,42,Non-Travel,590,Sales,37,2,45,7200,5760,Laboratory Technician,14,Life Sciences,1,74-7442708,4,M,3,3,4,2,8,No,10,1,37,2,8,10,0,15,1,5
5561,45,Non-Travel,1460,Research & Development,35,2,95,15200,12160,Research Director,16,Sales,1,32-7647976,2,F,4,3,4,1,5,No,19,1,17,2,3,1,0,10,1,6
5562,28,Travel_Frequently,255,Human Resources,34,3,37,5920,4736,Sales Representative,16,Sales,1,65-3694251,1,M,3,3,3,1,2,No,14,1,7,1,13,12,1,17,0,1
5563,39,Travel_Rarely,830,Sales,41,5,65,10400,8320,Manufacturing Director,14,Sales,1,00-6348313,4,M,4,3,4,3,5,No,20,3,29,2,16,5,9,11,1,5
5564,30,Travel_Frequently,774,Research & Development,6,1,125,20000,16000,Healthcare Representative,16,Other,1,57-9031607,1,F,3,3,3,3,8,No,20,0,9,3,18,11,7,14,1,1
5565,40,Travel_Frequently,979,Sales,37,2,140,22400,17920,Manufacturing Director,14,Technical Degree,1,45-1311709,4,M,2,3,2,3,8,No,23,1,11,4,21,5,0,5,0,3
5566,53,Non-Travel,396,Research & Development,45,1,104,16640,13312,Laboratory Technician,18,Other,1,61-0566217,1,M,3,3,4,3,3,No,18,1,28,2,8,17,15,1,1,3
5567,26,Travel_Rarely,1125,Research & Development,46,5,72,11520,9216,Manufacturing Director,14,Sales,1,79-7757165,1,F,1,3,1,3,6,No,18,2,32,2,36,2,12,10,0,3
5568,43,Non-Travel,438,Sales,16,1,141,22560,18048,Human Resources,12,Life Sciences,1,40-4140878,4,M,1,3,4,2,1,No,25,1,31,4,17,19,12,3,1,6
5569,38,Non-Travel,220,Sales,10,5,125,20000,16000,Sales Executive,16,Medical,1,92-3694523,3,F,4,3,3,3,4,No,11,3,32,3,10,17,4,16,1,6
5570,41,Travel_Rarely,1102,Sales,1,2,94,19479,5993,Sales Executive,2,Life Sciences,1,1,2,Female,3,3,4,3,8,Yes,11,0,8,1,6,4,0,5,1,0
5571,49,Travel_Frequently,279,Research & Development,8,2,61,24907,5130,Research Scientist,1,Life Sciences,1,2,3,Male,2,3,2,4,1,No,23,1,10,3,10,7,1,7,0,3
5572,37,Travel_Rarely,1373,Research & Development,2,1,92,2396,2090,Laboratory Technician,2,Other,1,4,4,Male,2,3,3,3,6,Yes,15,0,7,3,0,0,0,0,1,3
5573,33,Travel_Frequently,1392,Research & Development,3,1,56,23159,2909,Research Scientist,4,Life Sciences,1,5,4,Female,3,3,3,3,1,Yes,11,0,8,3,8,7,3,0,0,3
5574,27,Travel_Rarely,591,Research & Development,2,1,40,16632,3468,Laboratory Technician,1,Medical,1,7,1,Male,3,3,2,3,9,No,12,1,6,3,2,2,2,2,0,3
5575,32,Travel_Frequently,1005,Research & Development,2,1,79,11864,3068,Laboratory Technician,2,Life Sciences,1,8,4,Male,3,3,4,3,0,No,13,0,8,2,7,7,3,6,0,2
5576,59,Travel_Rarely,1324,Research & Development,3,1,81,9964,2670,Laboratory Technician,3,Medical,1,10,3,Female,4,3,1,4,4,Yes,20,3,12,2,1,0,0,0,0,3
5577,30,Travel_Rarely,1358,Research & Development,24,1,67,13335,2693,Laboratory Technician,1,Life Sciences,1,11,4,Male,3,3,3,4,1,No,22,1,1,3,1,0,0,0,0,2
5578,38,Travel_Frequently,216,Research & Development,23,3,44,8787,9526,Manufacturing Director,3,Life Sciences,1,12,4,Male,2,3,3,4,0,No,21,0,10,3,9,7,1,8,0,2
5579,36,Travel_Rarely,1299,Research & Development,27,2,94,16577,5237,Healthcare Representative,3,Medical,1,13,3,Male,3,3,3,3,6,No,13,2,17,2,7,7,7,7,0,3
5580,35,Travel_Rarely,809,Research & Development,16,1,84,16479,2426,Laboratory Technician,3,Medical,1,14,1,Male,4,3,2,3,0,No,13,1,6,3,5,4,0,3,0,5
5581,29,Travel_Rarely,153,Research & Development,15,2,49,12682,4193,Laboratory Technician,2,Life Sciences,1,15,4,Female,2,3,3,3,0,Yes,12,0,10,3,9,5,0,8,0,3
5582,31,Travel_Rarely,670,Research & Development,26,1,31,15170,2911,Research Scientist,1,Life Sciences,1,16,1,Male,3,3,3,3,1,No,17,1,5,2,5,2,4,3,0,1
5583,34,Travel_Rarely,1346,Research & Development,19,1,93,8758,2661,Laboratory Technician,2,Medical,1,18,2,Male,3,3,4,3,0,No,11,1,3,3,2,2,1,2,0,2
5584,28,Travel_Rarely,103,Research & Development,24,1,50,12947,2028,Laboratory Technician,3,Life Sciences,1,19,3,Male,2,3,3,3,5,Yes,14,0,6,3,4,2,0,3,1,4
5585,29,Travel_Rarely,1389,Research & Development,21,3,51,10195,9980,Manufacturing Director,4,Life Sciences,1,20,2,Female,4,3,1,3,1,No,11,1,10,3,10,9,8,8,0,1
5586,32,Travel_Rarely,334,Research & Development,5,1,80,15053,3298,Research Scientist,2,Life Sciences,1,21,1,Male,4,3,2,3,0,Yes,12,2,7,2,6,2,0,5,0,5
5587,22,Non-Travel,1123,Research & Development,16,1,96,7324,2935,Laboratory Technician,2,Medical,1,22,4,Male,4,3,4,3,1,Yes,13,2,1,2,1,0,0,0,0,2
5588,53,Travel_Rarely,1219,Sales,2,4,78,22021,15427,Manager,4,Life Sciences,1,23,1,Female,2,3,4,3,2,No,16,0,31,3,25,8,3,7,0,3
5589,38,Travel_Rarely,371,Research & Development,2,1,45,4306,3944,Research Scientist,3,Life Sciences,1,24,4,Male,3,3,4,3,5,Yes,11,0,6,3,3,2,1,2,0,3
5590,24,Non-Travel,673,Research & Development,11,2,96,8232,4011,Manufacturing Director,2,Other,1,26,1,Female,4,3,3,3,0,No,18,1,5,2,4,2,1,3,0,5
5591,36,Travel_Rarely,1218,Sales,9,1,82,6986,3407,Sales Representative,4,Life Sciences,1,27,3,Male,2,3,1,4,7,No,23,0,10,3,5,3,0,3,1,4
5592,34,Travel_Rarely,419,Research & Development,7,3,53,21293,11994,Research Director,4,Life Sciences,1,28,1,Female,3,3,2,3,0,No,11,0,13,3,12,6,2,11,0,4
5593,21,Travel_Rarely,391,Research & Development,15,1,96,19281,1232,Research Scientist,2,Life Sciences,1,30,3,Male,3,3,4,3,1,No,14,0,0,3,0,0,0,0,0,6
